1 0
3 0
1 0
3 0
5 0
7 0
1 0
3 0
5 0
7 0
9 0
11 0
13 0
15 0
1 0
3 0
5 0
7 0
9 0
11 0
13 0
15 0
17 0
19 0
21 0.0015627
23 0
25 0
27 0
29 0
31 0
1 0
3 0
5 0
7 0
9 0
11 0
13 0
15 0
17 0
19 0
21 0
23 0
25 0
27 0
29 0
31 0
33 0
35 0
37 0
39 0
41 0
43 0
45 0
47 0
49 0
51 0
53 0
55 0
57 0
59 0
61 0
63 0
1 0
3 0
5 0
7 0
9 0
11 0
13 0
15 0
17 0
19 0
21 0
23 0
25 0
27 0
29 0
31 0
33 0
35 0
37 0
39 0
41 0
43 0
45 0
47 0
49 0
51 0
53 0
55 0
57 0
59 0
61 0
63 0
65 0
67 0
69 0
71 0
73 0
75 0.001565
77 0
79 0
81 0
83 0
85 0
87 0
89 0
91 0
93 0
95 0
97 0
99 0
101 0
103 0
105 0
107 0
109 0
111 0
113 0
115 0
117 0
119 0
121 0
123 0
125 0
127 0
1 0
3 0
5 0
7 0
9 0
11 0
13 0
15 0
17 0
19 0
21 0
23 0
25 0
27 0
29 0.0015611
31 0
33 0
35 0
37 0
39 0
41 0
43 0
45 0
47 0
49 0
51 0
53 0
55 0
57 0
59 0
61 0
63 0
65 0
67 0
69 0
71 0
73 0
75 0
77 0
79 0
81 0
83 0
85 0
87 0
89 0
91 0
93 0
95 0
97 0
99 0.0015617
101 0
103 0
105 0
107 0
109 0
111 0
113 0
115 0
117 0
119 0
121 0
123 0
125 0
127 0
129 0
131 0
133 0
135 0
137 0
139 0
141 0
143 0
145 0
147 0
149 0
151 0
153 0.0015629
155 0
157 0
159 0
161 0
163 0
165 0
167 0
169 0
171 0
173 0
175 0
177 0
179 0
181 0
183 0
185 0
187 0
189 0
191 0.0015656
193 0
195 0
197 0
199 0
201 0
203 0
205 0
207 0
209 0
211 0
213 0
215 0
217 0
219 0
221 0
223 0
225 0
227 0
229 0.0015598
231 0
233 0
235 0
237 0
239 0
241 0
243 0
245 0
247 0
249 0
251 0
253 0
255 0
1 0
3 0
5 0
7 0
9 0
11 0.0015624
13 0
15 0
17 0
19 0
21 0
23 0
25 0
27 0
29 0
31 0
33 0
35 0
37 0
39 0
41 0
43 0
45 0
47 0.0015629
49 0
51 0
53 0
55 0
57 0
59 0
61 0
63 0
65 0
67 0
69 0
71 0
73 0.0015656
75 0
77 0
79 0
81 0
83 0
85 0
87 0
89 0
91 0
93 0
95 0
97 0.0015596
99 0
101 0
103 0
105 0
107 0
109 0
111 0
113 0
115 0
117 0
119 0
121 0
123 0
125 0
127 0.0015628
129 0
131 0
133 0
135 0
137 0
139 0
141 0
143 0
145 0
147 0
149 0.0015655
151 0
153 0
155 0
157 0.0006332
159 0
161 0
163 0
165 0.0003998
167 0
169 0
171 0
173 0.0004
175 0
177 0
179 0.0004
181 0
183 0
185 0
187 0.0004
189 0
191 0
193 8.2e-006
195 0
197 0
199 0
201 0
203 0
205 0
207 0
209 0
211 0
213 0
215 0
217 0.0015629
219 0
221 0
223 0
225 0
227 0
229 0
231 0
233 0
235 0
237 0
239 0
241 0
243 0.0015625
245 0
247 0
249 0
251 0
253 0
255 0
257 0
259 0
261 0
263 0
265 0
267 0.0015628
269 0
271 0
273 0
275 0
277 0
279 0
281 0
283 0
285 0.0015625
287 0
289 0
291 0
293 0
295 0
297 0
299 0
301 0
303 0
305 0
307 0.0015627
309 0
311 0
313 0
315 0
317 0
319 0
321 0
323 0
325 0
327 0
329 0.0015627
331 0
333 0
335 0
337 0
339 0
341 0
343 0
345 0
347 0
349 0.0015626
351 0
353 0
355 0
357 0
359 0
361 0
363 0
365 0
367 0
369 0
371 0.0015627
373 0
375 0
377 0
379 0
381 0
383 0
385 0
387 0
389 0
391 0.0015628
393 0
395 0
397 0
399 0
401 0
403 0
405 0
407 0
409 0
411 0.0015628
413 0
415 0
417 0
419 0
421 0
423 0
425 0
427 0
429 0.0015626
431 0
433 0
435 0
437 0
439 0
441 0
443 0
445 0
447 0
449 0.0015624
451 0
453 0
455 0
457 0
459 0
461 0
463 0
465 0
467 0
469 0
471 0
473 0
475 0
477 0
479 0.0015655
481 0
483 0
485 0
487 0
489 0
491 0
493 0
495 0.0015597
497 0
499 0
501 0
503 0
505 0
507 0
509 0.0015627
511 0
1 0
3 0
5 0
7 0
9 0
11 0
13 0.0015626
15 0
17 0
19 0
21 0
23 0
25 0
27 0.0015626
29 0
31 0
33 0
35 0
37 0
39 0
41 0.0015628
43 0
45 0
47 0
49 0
51 0
53 0
55 0.0015626
57 0
59 0
61 0
63 0
65 0
67 0
69 0
71 0.0015626
73 0
75 0
77 0
79 0
81 0
83 0.0015627
85 0
87 0
89 0
91 0
93 0
95 0
97 0
99 0.0015627
101 0
103 0
105 0
107 0
109 0
111 0
113 0.0015627
115 0
117 0
119 0
121 0
123 0
125 0
127 0.0015627
129 0
131 0
133 0
135 0
137 0
139 0.0015626
141 0
143 0
145 0
147 0
149 0
151 0.0015625
153 0
155 0
157 0
159 0
161 0
163 0
165 0.0015628
167 0
169 0
171 0
173 0
175 0
177 0.0015625
179 0
181 0
183 0
185 0
187 0
189 0
191 0.0015627
193 0
195 0
197 0
199 0
201 0
203 0
205 0.0015628
207 0
209 0
211 0
213 0
215 0
217 0.0015627
219 0
221 0
223 0
225 0
227 0
229 0.0015627
231 0
233 0
235 0
237 0
239 0.0015626
241 0
243 0
245 0
247 0
249 0
251 0
253 0.0015627
255 0
257 0
259 0
261 0
263 0
265 0.0015625
267 0
269 0
271 0
273 0
275 0.0015626
277 0
279 0
281 0
283 0
285 0
287 0.001563
289 0
291 0
293 0
295 0
297 0
299 0
301 0.0015626
303 0
305 0
307 0
309 0
311 0
313 0.0015625
315 0
317 0
319 0
321 0
323 0.0015628
325 0
327 0
329 0
331 0
333 0
335 0.0015625
337 0
339 0
341 0
343 0
345 0
347 0.0015628
349 0
351 0
353 0
355 0
357 0.0015627
359 0
361 0
363 0
365 0
367 0
369 0.0015624
371 0
373 0
375 0
377 0
379 0
381 0.0015629
383 0
385 0
387 0
389 0
391 0
393 0.0015625
395 0
397 0
399 0
401 0
403 0.0015627
405 0
407 0
409 0
411 0
413 0.0015626
415 0
417 0
419 0
421 0.0015638
423 0
425 0
427 0
429 0
431 0.0015616
433 0
435 0
437 0
439 0
441 0.0015627
443 0
445 0
447 0
449 0
451 0.0015627
453 0
455 0
457 0
459 0
461 0.0015626
463 0
465 0
467 0
469 0
471 0.0015628
473 0
475 0
477 0
479 0
481 0.0015625
483 0
485 0
487 0
489 0
491 0
493 0.0015626
495 0
497 0
499 0
501 0
503 0.0015628
505 0
507 0
509 0
511 0.0015625
513 0
515 0
517 0
519 0
521 0.0015909
523 0.0004002
525 0.0003999
527 0.0003999
529 0.0004001
531 0.0004001
533 0
535 0.0003999
537 0.0003999
539 0.0004001
541 0.0004002
543 0.0003997
545 0.0004002
547 0.0004001
549 0.0004137
551 0
553 0
555 0
557 0.0015629
559 0
561 0
563 0
565 0
567 0.0015625
569 0
571 0
573 0
575 0
577 0.0015626
579 0
581 0
583 0
585 0
587 0.0015627
589 0
591 0
593 0
595 0
597 0.0015627
599 0
601 0
603 0
605 0.0015626
607 0
609 0
611 0
613 0
615 0.0015626
617 0
619 0
621 0
623 0
625 0.0015628
627 0
629 0
631 0
633 0.0015626
635 0
637 0
639 0
641 0
643 0.0015632
645 0
647 0
649 0
651 0.0015621
653 0
655 0
657 0
659 0.0015627
661 0
663 0
665 0
667 0
669 0.0015626
671 0
673 0
675 0
677 0.0015628
679 0
681 0
683 0
685 0
687 0.0015626
689 0
691 0
693 0
695 0.0015628
697 0
699 0
701 0
703 0
705 0.0015625
707 0
709 0
711 0
713 0.0015629
715 0
717 0
719 0
721 0.0015627
723 0.0015624
725 0
727 0
729 0
731 0.0015629
733 0
735 0
737 0
739 0.0015631
741 0
743 0
745 0.0015622
747 0
749 0
751 0
753 0
755 0.0015626
757 0
759 0
761 0
763 0.0015626
765 0
767 0
769 0
771 0.0015627
773 0
775 0
777 0
779 0.0015625
781 0
783 0
785 0
787 0.0015629
789 0
791 0
793 0
795 0.0015625
797 0
799 0
801 0
803 0.0015626
805 0
807 0
809 0
811 0.0015627
813 0
815 0
817 0
819 0.0015627
821 0
823 0
825 0
827 0.0015626
829 0
831 0
833 0
835 0.0015628
837 0
839 0
841 0
843 0.0015625
845 0
847 0
849 0
851 0.0015628
853 0
855 0
857 0
859 0
861 0.0015626
863 0
865 0
867 0
869 0.0015628
871 0
873 0
875 0
877 0.0015626
879 0
881 0
883 0
885 0.0015626
887 0
889 0
891 0
893 0.0015627
895 0
897 0
899 0
901 0.0015626
903 0
905 0
907 0
909 0.0015629
911 0
913 0
915 0
917 0.0015625
919 0
921 0
923 0
925 0.0015627
927 0
929 0
931 0
933 0.0015627
935 0
937 0
939 0
941 0.0015625
943 0
945 0
947 0.0015629
949 0
951 0
953 0
955 0.0015625
957 0
959 0
961 0.0015626
963 0
965 0
967 0
969 0.0015627
971 0
973 0
975 0
977 0.0015627
